"","Value","Freq","Count","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"58",213,26649,22507662,"Shrub Height = 1.3 meters",201,183,135,0.788235294,0.717647059,0.529411765,5927,0
"59",214,13866,20687096,"Shrub Height = 1.4 meters",186,170,125,0.729411765,0.666666667,0.490196078,3084,0
"60",215,9338,16605241,"Shrub Height = 1.5 meters",171,156,115,0.670588235,0.611764706,0.450980392,2077,0
"61",216,1319,15853090,"Shrub Height = 1.6 meters",159,142,106,0.623529412,0.556862745,0.415686275,293,0
"62",217,726,16568684,"Shrub Height = 1.7 meters",150,128,98,0.588235294,0.501960784,0.384313725,161,0
"63",218,751,17669937,"Shrub Height = 1.8 meters",140,115,90,0.549019608,0.450980392,0.352941176,167,0
"64",219,705,14202539,"Shrub Height = 1.9 meters",130,101,82,0.509803922,0.396078431,0.321568627,157,0
"65",220,582,18587276,"Shrub Height = 2.0 meters",121,92,70,0.474509804,0.360784314,0.274509804,129,0
"66",221,383,12295477,"Shrub Height = 2.1 meters",112,79,58,0.439215686,0.309803922,0.22745098,85,0
"67",222,342,13335129,"Shrub Height = 2.2 meters",104,68,46,0.407843137,0.266666667,0.180392157,76,0
"68",223,455,10081173,"Shrub Height = 2.3 meters",95,59,36,0.37254902,0.231372549,0.141176471,101,0
"69",224,2,10891914,"Shrub Height = 2.4 meters",89,55,34,0.349019608,0.215686275,0.133333333,0,0
"70",301,482,45690172,"Herb Height = 0.1 meter",204,230,225,0.8,0.901960784,0.882352941,107,0
"71",302,1035627,357930043,"Herb Height = 0.2 meter",170,213,205,0.666666667,0.835294118,0.803921569,230318,1.8
"72",303,811523,893522820,"Herb Height = 0.3 meter",136,197,185,0.533333333,0.77254902,0.725490196,180478,1.4
"73",304,2876,397781502,"Herb Height = 0.4 meter",102,180,165,0.4,0.705882353,0.647058824,640,0
"74",305,364,89385730,"Herb Height = 0.5 meter",68,163,145,0.266666667,0.639215686,0.568627451,81,0
"75",306,181,30207424,"Herb Height = 0.6 meter",37,147,125,0.145098039,0.576470588,0.490196078,40,0
"76",307,42,25580956,"Herb Height = 0.7 meter",0,130,105,0,0.509803922,0.411764706,9,0
"77",308,300,67066487,"Herb Height = 0.8 meter",0,123,122,0,0.482352941,0.478431373,67,0
"78",309,1,31361779,"Herb Height = 0.9 meter",0,107,117,0,0.419607843,0.458823529,0,0
"79",310,15,181217492,"Herb Height >= 1 meter",0,80,88,0,0.31372549,0.345098039,3,0
